meter_id,timestamp,current_consumption_kw,daily_import_kwh,daily_export_kwh,voltage_rms_v,power_factor,grid_connection_status
30035,2025-09-12T11:00:00,1.46,7.99,6.5,229.0,0.92,Connected
30036,2025-09-12T11:00:00,1.43,15.73,0.0,225.3,0.93,Connected
30037,2025-09-12T11:00:00,1.49,15.42,0.0,232.8,0.98,Connected
30038,2025-09-12T11:00:00,1.22,15.57,0.0,230.2,0.92,Connected
30039,2025-09-12T11:00:00,1.33,15.04,0.0,229.0,0.91,Connected
30040,2025-09-12T11:00:00,1.3,15.01,0.0,230.3,0.89,Connected
30041,2025-09-12T11:00:00,1.23,8.29,6.87,224.9,0.9,Connected
30042,2025-09-12T11:00:00,1.33,15.96,0.0,230.9,0.89,Connected
40043,2025-09-12T11:00:00,0.67,7.87,0.0,220.1,0.85,Connected
40044,2025-09-12T11:00:00,0.57,4.21,2.13,226.1,0.91,Connected
40045,2025-09-12T11:00:00,0.63,4.32,2.02,227.4,0.85,Connected
40046,2025-09-12T11:00:00,0.61,4.62,2.11,229.6,0.9,Connected
40047,2025-09-12T11:00:00,0.6,7.57,0.0,224.3,0.88,Connected
40048,2025-09-12T11:00:00,0.67,4.38,2.02,230.8,0.99,Connected
40049,2025-09-12T11:00:00,0.7,4.72,1.98,227.1,0.94,Connected
40050,2025-09-12T11:00:00,0.68,7.91,0.0,230.6,0.9,Connected
40051,2025-09-12T11:00:00,0.62,4.55,1.98,229.8,0.97,Connected
40052,2025-09-12T11:00:00,0.59,7.95,0.0,228.0,0.86,Connected
40053,2025-09-12T11:00:00,0.69,7.78,0.0,223.1,0.98,Connected
40054,2025-09-12T11:00:00,0.67,7.45,0.0,226.2,0.99,Connected
40055,2025-09-12T11:00:00,0.71,4.37,1.81,232.5,0.92,Connected
40056,2025-09-12T11:00:00,0.72,7.32,0.0,227.0,0.9,Connected
40057,2025-09-12T11:00:00,0.69,7.73,0.0,229.8,0.86,Connected
40058,2025-09-12T11:00:00,0.65,7.8,0.0,227.7,0.99,Connected
40059,2025-09-12T11:00:00,0.73,4.68,1.84,228.3,0.89,Connected
10000,2025-09-12T12:00:00,2.97,32.96,0.0,226.4,0.99,Connected
10001,2025-09-12T12:00:00,2.96,33.54,0.0,228.9,0.9,Connected
10002,2025-09-12T12:00:00,2.72,32.09,0.0,227.4,0.86,Connected
10003,2025-09-12T12:00:00,2.51,34.28,0.0,230.9,0.95,Connected
10004,2025-09-12T12:00:00,3.28,32.86,0.0,228.9,0.93,Connected
10005,2025-09-12T12:00:00,3.12,34.94,0.0,232.5,0.9,Connected
10006,2025-09-12T12:00:00,2.52,16.06,18.68,236.8,0.95,Connected
10007,2025-09-12T12:00:00,3.05,33.39,0.0,232.5,0.9,Connected
10008,2025-09-12T12:00:00,2.73,16.54,18.18,225.1,0.98,Connected
10009,2025-09-12T12:00:00,2.99,32.18,0.0,228.7,0.94,Connected
10010,2025-09-12T12:00:00,2.91,16.79,17.26,235.2,0.91,Connected
10011,2025-09-12T12:00:00,3.34,34.58,0.0,224.0,0.94,Connected
20012,2025-09-12T12:00:00,0.8,8.38,0.0,226.6,0.95,Connected
20013,2025-09-12T12:00:00,0.71,8.3,0.0,227.4,0.85,Connected
20014,2025-09-12T12:00:00,0.81,8.41,0.0,229.2,0.96,Connected
20015,2025-09-12T12:00:00,0.7,8.6,0.0,220.7,0.99,Connected
20016,2025-09-12T12:00:00,0.83,8.62,0.0,230.6,0.88,Connected
20017,2025-09-12T12:00:00,0.78,8.58,0.0,228.1,0.85,Connected
20018,2025-09-12T12:00:00,0.67,4.7,3.05,232.7,0.85,Connected
20019,2025-09-12T12:00:00,0.63,8.34,0.0,226.6,0.99,Connected
20020,2025-09-12T12:00:00,0.79,4.58,2.77,238.3,0.89,Connected
20021,2025-09-12T12:00:00,0.8,8.66,0.0,230.1,0.93,Connected
20022,2025-09-12T12:00:00,0.68,8.71,0.0,229.8,0.91,Connected
20023,2025-09-12T12:00:00,0.72,8.24,0.0,228.2,0.87,Connected
20024,2025-09-12T12:00:00,0.71,8.58,0.0,230.8,0.97,Connected
20025,2025-09-12T12:00:00,0.67,4.57,3.11,226.8,0.93,Connected
20026,2025-09-12T12:00:00,0.66,8.4,0.0,232.7,0.94,Connected
20027,2025-09-12T12:00:00,0.84,4.53,2.65,228.3,1.0,Connected
20028,2025-09-12T12:00:00,0.66,8.84,0.0,228.0,0.92,Connected
30029,2025-09-12T12:00:00,1.33,8.4,9.7,226.6,0.98,Connected
30030,2025-09-12T12:00:00,1.59,17.67,0.0,229.8,0.93,Connected
30031,2025-09-12T12:00:00,1.55,17.51,0.0,226.5,0.91,Connected
30032,2025-09-12T12:00:00,1.39,16.85,0.0,228.9,0.86,Connected
30033,2025-09-12T12:00:00,1.27,17.28,0.0,231.0,0.91,Connected
30034,2025-09-12T12:00:00,1.65,17.73,0.0,239.8,0.86,Connected
30035,2025-09-12T12:00:00,1.42,7.99,9.66,232.7,0.89,Connected
30036,2025-09-12T12:00:00,1.42,17.15,0.0,231.8,0.95,Connected
30037,2025-09-12T12:00:00,1.7,17.12,0.0,230.2,0.89,Connected
30038,2025-09-12T12:00:00,1.41,16.98,0.0,227.2,0.91,Connected
30039,2025-09-12T12:00:00,1.37,16.41,0.0,229.7,0.91,Connected
30040,2025-09-12T12:00:00,1.46,16.47,0.0,231.7,0.9,Connected
30041,2025-09-12T12:00:00,1.55,8.29,9.9,226.0,0.91,Connected
30042,2025-09-12T12:00:00,1.3,17.26,0.0,233.3,0.96,Connected
40043,2025-09-12T12:00:00,0.8,8.66,0.0,225.5,0.86,Connected
40044,2025-09-12T12:00:00,0.82,4.21,3.02,225.2,0.95,Connected
40045,2025-09-12T12:00:00,0.8,4.32,2.93,233.1,0.92,Connected
40046,2025-09-12T12:00:00,0.75,4.62,3.08,230.0,0.92,Connected
40047,2025-09-12T12:00:00,0.63,8.2,0.0,227.9,0.98,Connected
40048,2025-09-12T12:00:00,0.71,4.38,3.02,228.6,0.89,Connected
40049,2025-09-12T12:00:00,0.72,4.72,2.97,225.7,0.98,Connected
40050,2025-09-12T12:00:00,0.79,8.7,0.0,228.2,0.99,Connected
40051,2025-09-12T12:00:00,0.66,4.55,3.03,225.0,0.98,Connected
40052,2025-09-12T12:00:00,0.75,8.7,0.0,223.6,0.94,Connected
40053,2025-09-12T12:00:00,0.64,8.43,0.0,234.5,0.92,Connected
40054,2025-09-12T12:00:00,0.73,8.18,0.0,228.9,0.9,Connected
40055,2025-09-12T12:00:00,0.69,4.37,2.83,229.4,0.88,Connected
40056,2025-09-12T12:00:00,0.84,8.16,0.0,232.4,0.9,Connected
40057,2025-09-12T12:00:00,0.83,8.55,0.0,227.4,0.99,Connected
40058,2025-09-12T12:00:00,0.82,8.62,0.0,229.3,0.99,Connected
40059,2025-09-12T12:00:00,0.79,4.68,2.76,228.4,0.9,Connected
10000,2025-09-12T13:00:00,2.91,35.86,0.0,229.8,0.88,Connected
10001,2025-09-12T13:00:00,2.72,36.27,0.0,237.3,0.86,Connected
10002,2025-09-12T13:00:00,2.62,34.7,0.0,230.9,0.99,Connected
10003,2025-09-12T13:00:00,2.53,36.81,0.0,224.1,0.91,Connected
10004,2025-09-12T13:00:00,2.53,35.39,0.0,230.0,0.93,Connected
10005,2025-09-12T13:00:00,2.62,37.56,0.0,229.6,0.89,Connected
10006,2025-09-12T13:00:00,3.14,16.06,23.61,229.7,1.0,Connected
10007,2025-09-12T13:00:00,2.52,35.9,0.0,226.3,0.95,Connected
10008,2025-09-12T13:00:00,2.96,16.54,23.29,224.4,0.9,Connected
10009,2025-09-12T13:00:00,2.98,35.16,0.0,229.8,0.97,Connected
10010,2025-09-12T13:00:00,3.12,16.79,22.2,221.6,0.92,Connected
10011,2025-09-12T13:00:00,2.62,37.21,0.0,231.6,0.93,Connected
20012,2025-09-12T13:00:00,0.71,9.09,0.0,233.8,0.88,Connected
20013,2025-09-12T13:00:00,0.71,9.01,0.0,224.3,0.91,Connected
20014,2025-09-12T13:00:00,0.79,9.2,0.0,235.6,0.94,Connected
20015,2025-09-12T13:00:00,0.67,9.27,0.0,229.6,0.9,Connected
20016,2025-09-12T13:00:00,0.68,9.29,0.0,227.6,0.86,Connected
20017,2025-09-12T13:00:00,0.8,9.38,0.0,232.7,0.93,Connected
20018,2025-09-12T13:00:00,0.69,4.7,3.97,227.4,0.88,Connected
20019,2025-09-12T13:00:00,0.79,9.13,0.0,233.1,0.94,Connected
20020,2025-09-12T13:00:00,0.77,4.58,3.62,225.9,0.95,Connected
20021,2025-09-12T13:00:00,0.61,9.27,0.0,229.0,0.92,Connected
20022,2025-09-12T13:00:00,0.74,9.45,0.0,236.3,0.86,Connected
20023,2025-09-12T13:00:00,0.63,8.87,0.0,231.6,0.9,Connected
20024,2025-09-12T13:00:00,0.73,9.3,0.0,228.2,0.93,Connected
20025,2025-09-12T13:00:00,0.61,4.57,4.12,223.0,0.86,Connected
20026,2025-09-12T13:00:00,0.63,9.03,0.0,229.4,0.98,Connected
20027,2025-09-12T13:00:00,0.7,4.53,3.56,231.9,0.97,Connected
20028,2025-09-12T13:00:00,0.7,9.54,0.0,233.9,0.99,Connected
30029,2025-09-12T13:00:00,1.32,8.4,12.68,231.0,0.95,Connected
30030,2025-09-12T13:00:00,1.41,19.08,0.0,226.4,0.98,Connected
30031,2025-09-12T13:00:00,1.6,19.11,0.0,225.8,0.97,Connected
30032,2025-09-12T13:00:00,1.53,18.38,0.0,230.8,0.98,Connected
30033,2025-09-12T13:00:00,1.2,18.48,0.0,232.2,0.96,Connected
30034,2025-09-12T13:00:00,1.31,19.04,0.0,232.0,0.97,Connected
30035,2025-09-12T13:00:00,1.53,7.99,12.43,228.9,0.91,Connected
30036,2025-09-12T13:00:00,1.48,18.63,0.0,229.5,0.95,Connected
30037,2025-09-12T13:00:00,1.3,18.42,0.0,227.7,0.97,Connected
30038,2025-09-12T13:00:00,1.37,18.35,0.0,233.5,0.88,Connected
30039,2025-09-12T13:00:00,1.61,18.02,0.0,233.0,0.92,Connected
30040,2025-09-12T13:00:00,1.21,17.68,0.0,229.9,0.94,Connected
30041,2025-09-12T13:00:00,1.27,8.29,12.93,231.7,0.87,Connected
30042,2025-09-12T13:00:00,1.47,18.73,0.0,229.2,0.89,Connected
40043,2025-09-12T13:00:00,0.72,9.38,0.0,232.9,0.87,Connected
40044,2025-09-12T13:00:00,0.73,4.21,3.91,229.0,0.88,Connected
40045,2025-09-12T13:00:00,0.61,4.32,3.93,235.1,0.98,Connected
40046,2025-09-12T13:00:00,0.6,4.62,4.09,226.9,0.88,Connected
40047,2025-09-12T13:00:00,0.6,8.8,0.0,233.9,0.93,Connected
40048,2025-09-12T13:00:00,0.64,4.38,4.0,234.4,0.87,Connected
40049,2025-09-12T13:00:00,0.6,4.72,3.98,229.6,0.95,Connected
40050,2025-09-12T13:00:00,0.73,9.43,0.0,231.3,0.97,Connected
40051,2025-09-12T13:00:00,0.65,4.55,3.99,230.2,0.99,Connected
40052,2025-09-12T13:00:00,0.62,9.32,0.0,230.4,0.9,Connected
40053,2025-09-12T13:00:00,0.64,9.07,0.0,229.6,0.92,Connected
40054,2025-09-12T13:00:00,0.8,8.98,0.0,231.3,0.9,Connected
40055,2025-09-12T13:00:00,0.72,4.37,3.73,235.1,0.92,Connected
40056,2025-09-12T13:00:00,0.72,8.87,0.0,227.9,0.97,Connected
40057,2025-09-12T13:00:00,0.7,9.25,0.0,230.7,1.0,Connected
40058,2025-09-12T13:00:00,0.75,9.38,0.0,231.7,0.94,Connected
40059,2025-09-12T13:00:00,0.81,4.68,3.57,232.8,1.0,Connected
10000,2025-09-12T14:00:00,2.8,38.66,0.0,229.2,0.98,Connected
10001,2025-09-12T14:00:00,2.68,38.94,0.0,236.0,0.95,Connected
10002,2025-09-12T14:00:00,2.27,36.97,0.0,231.8,0.95,Connected
10003,2025-09-12T14:00:00,2.44,39.25,0.0,233.9,0.88,Connected
10004,2025-09-12T14:00:00,2.36,37.75,0.0,229.8,0.95,Connected
10005,2025-09-12T14:00:00,2.37,39.92,0.0,234.0,0.92,Connected
10006,2025-09-12T14:00:00,2.37,16.06,28.08,227.6,0.99,Connected
10007,2025-09-12T14:00:00,2.73,38.63,0.0,226.2,0.86,Connected
10008,2025-09-12T14:00:00,2.44,16.54,27.68,229.8,0.95,Connected
10009,2025-09-12T14:00:00,2.45,37.61,0.0,231.4,0.88,Connected
10010,2025-09-12T14:00:00,2.67,16.79,26.37,229.1,0.99,Connected
10011,2025-09-12T14:00:00,2.63,39.84,0.0,227.5,0.87,Connected
20012,2025-09-12T14:00:00,0.57,9.66,0.0,231.5,0.87,Connected
20013,2025-09-12T14:00:00,0.63,9.65,0.0,235.9,1.0,Connected
20014,2025-09-12T14:00:00,0.65,9.85,0.0,229.0,0.93,Connected
20015,2025-09-12T14:00:00,0.63,9.89,0.0,229.8,0.9,Connected
20016,2025-09-12T14:00:00,0.65,9.94,0.0,229.0,0.9,Connected
20017,2025-09-12T14:00:00,0.63,10.01,0.0,233.0,0.95,Connected
20018,2025-09-12T14:00:00,0.61,4.7,4.72,236.0,0.89,Connected
20019,2025-09-12T14:00:00,0.73,9.87,0.0,231.5,1.0,Connected
20020,2025-09-12T14:00:00,0.58,4.58,4.4,233.1,0.85,Connected
20021,2025-09-12T14:00:00,0.73,10.01,0.0,224.9,0.92,Connected
20022,2025-09-12T14:00:00,0.76,10.21,0.0,230.5,0.95,Connected
20023,2025-09-12T14:00:00,0.71,9.58,0.0,232.1,0.85,Connected
20024,2025-09-12T14:00:00,0.61,9.91,0.0,225.5,0.87,Connected
20025,2025-09-12T14:00:00,0.7,4.57,4.79,222.4,0.85,Connected
20026,2025-09-12T14:00:00,0.63,9.66,0.0,225.6,0.93,Connected
20027,2025-09-12T14:00:00,0.58,4.53,4.35,234.4,0.94,Connected
20028,2025-09-12T14:00:00,0.73,10.27,0.0,230.8,0.95,Connected
30029,2025-09-12T14:00:00,1.46,8.4,14.86,225.0,0.96,Connected
30030,2025-09-12T14:00:00,1.14,20.21,0.0,231.3,0.86,Connected
30031,2025-09-12T14:00:00,1.53,20.63,0.0,230.0,0.92,Connected
30032,2025-09-12T14:00:00,1.14,19.52,0.0,231.8,0.9,Connected
30033,2025-09-12T14:00:00,1.48,19.96,0.0,232.8,1.0,Connected
30034,2025-09-12T14:00:00,1.21,20.25,0.0,229.3,0.92,Connected
30035,2025-09-12T14:00:00,1.26,7.99,14.82,228.0,0.97,Connected
30036,2025-09-12T14:00:00,1.45,20.08,0.0,230.5,0.86,Connected
30037,2025-09-12T14:00:00,1.45,19.87,0.0,225.1,0.99,Connected
30038,2025-09-12T14:00:00,1.4,19.75,0.0,230.4,0.87,Connected
30039,2025-09-12T14:00:00,1.16,19.18,0.0,223.0,0.95,Connected
30040,2025-09-12T14:00:00,1.41,19.09,0.0,232.5,0.89,Connected
30041,2025-09-12T14:00:00,1.37,8.29,15.21,234.3,0.99,Connected
30042,2025-09-12T14:00:00,1.44,20.17,0.0,232.1,0.95,Connected
40043,2025-09-12T14:00:00,0.73,10.11,0.0,230.7,0.98,Connected
40044,2025-09-12T14:00:00,0.71,4.21,4.57,224.3,0.92,Connected
40045,2025-09-12T14:00:00,0.74,4.32,4.56,222.2,0.89,Connected
40046,2025-09-12T14:00:00,0.64,4.62,4.82,224.4,0.96,Connected
40047,2025-09-12T14:00:00,0.7,9.5,0.0,233.7,1.0,Connected
40048,2025-09-12T14:00:00,0.68,4.38,4.69,226.9,0.91,Connected
40049,2025-09-12T14:00:00,0.6,4.72,4.75,225.4,0.94,Connected
40050,2025-09-12T14:00:00,0.72,10.15,0.0,235.7,0.87,Connected
40051,2025-09-12T14:00:00,0.73,4.55,4.63,231.6,0.9,Connected
40052,2025-09-12T14:00:00,0.61,9.92,0.0,232.5,0.97,Connected
40053,2025-09-12T14:00:00,0.57,9.64,0.0,239.4,0.93,Connected
40054,2025-09-12T14:00:00,0.68,9.66,0.0,233.6,0.87,Connected
40055,2025-09-12T14:00:00,0.66,4.37,4.44,224.4,0.92,Connected
40056,2025-09-12T14:00:00,0.61,9.49,0.0,231.1,0.93,Connected
40057,2025-09-12T14:00:00,0.62,9.87,0.0,232.6,0.87,Connected
40058,2025-09-12T14:00:00,0.75,10.12,0.0,226.4,0.87,Connected
40059,2025-09-12T14:00:00,0.57,4.68,4.37,231.4,0.97,Connected
10000,2025-09-12T15:00:00,2.67,41.33,0.0,226.2,0.96,Connected
10001,2025-09-12T15:00:00,3.02,41.97,0.0,230.3,0.86,Connected
10002,2025-09-12T15:00:00,2.66,39.63,0.0,226.4,0.87,Connected
10003,2025-09-12T15:00:00,2.47,41.73,0.0,230.4,0.86,Connected
10004,2025-09-12T15:00:00,3.25,41.0,0.0,228.1,0.94,Connected
10005,2025-09-12T15:00:00,2.66,42.59,0.0,228.7,0.97,Connected
10006,2025-09-12T15:00:00,2.68,16.06,30.47,232.5,0.99,Connected
10007,2025-09-12T15:00:00,3.05,41.67,0.0,230.7,0.92,Connected
10008,2025-09-12T15:00:00,2.73,16.54,30.02,227.0,0.93,Connected
10009,2025-09-12T15:00:00,2.75,40.36,0.0,229.8,0.87,Connected
10010,2025-09-12T15:00:00,2.88,16.79,28.56,236.0,0.98,Connected
10011,2025-09-12T15:00:00,2.67,42.51,0.0,226.2,0.98,Connected
20012,2025-09-12T15:00:00,0.7,10.36,0.0,235.9,0.96,Connected
20013,2025-09-12T15:00:00,0.65,10.3,0.0,232.4,0.98,Connected
20014,2025-09-12T15:00:00,0.73,10.58,0.0,224.1,0.92,Connected
20015,2025-09-12T15:00:00,0.81,10.71,0.0,232.2,0.91,Connected
20016,2025-09-12T15:00:00,0.71,10.65,0.0,235.6,0.91,Connected
20017,2025-09-12T15:00:00,0.68,10.69,0.0,226.0,0.95,Connected
20018,2025-09-12T15:00:00,0.75,4.7,4.99,224.8,0.85,Connected
20019,2025-09-12T15:00:00,0.76,10.63,0.0,229.3,0.96,Connected
20020,2025-09-12T15:00:00,0.66,4.58,4.76,238.3,0.94,Connected
20021,2025-09-12T15:00:00,0.66,10.66,0.0,225.9,0.88,Connected
20022,2025-09-12T15:00:00,0.73,10.94,0.0,232.5,0.99,Connected
20023,2025-09-12T15:00:00,0.62,10.2,0.0,228.0,0.85,Connected
20024,2025-09-12T15:00:00,0.72,10.63,0.0,231.3,0.9,Connected
20025,2025-09-12T15:00:00,0.8,4.57,5.0,223.2,0.99,Connected
20026,2025-09-12T15:00:00,0.76,10.41,0.0,238.3,0.94,Connected
20027,2025-09-12T15:00:00,0.76,4.53,4.6,230.6,0.9,Connected
20028,2025-09-12T15:00:00,0.73,11.0,0.0,232.9,0.93,Connected
30029,2025-09-12T15:00:00,1.29,8.4,16.28,226.7,0.89,Connected
30030,2025-09-12T15:00:00,1.43,21.64,0.0,232.6,0.88,Connected
30031,2025-09-12T15:00:00,1.63,22.27,0.0,229.0,0.89,Connected
30032,2025-09-12T15:00:00,1.41,20.93,0.0,231.4,0.93,Connected
30033,2025-09-12T15:00:00,1.33,21.29,0.0,230.6,0.97,Connected
30034,2025-09-12T15:00:00,1.47,21.72,0.0,226.8,0.99,Connected
30035,2025-09-12T15:00:00,1.28,7.99,16.25,225.2,0.96,Connected
30036,2025-09-12T15:00:00,1.28,21.36,0.0,229.9,0.87,Connected
30037,2025-09-12T15:00:00,1.58,21.45,0.0,231.8,0.97,Connected
30038,2025-09-12T15:00:00,1.47,21.21,0.0,229.9,0.86,Connected
30039,2025-09-12T15:00:00,1.32,20.49,0.0,225.3,0.92,Connected
30040,2025-09-12T15:00:00,1.31,20.4,0.0,228.0,0.95,Connected
30041,2025-09-12T15:00:00,1.4,8.29,16.52,234.1,0.92,Connected
30042,2025-09-12T15:00:00,1.25,21.42,0.0,233.4,0.99,Connected
40043,2025-09-12T15:00:00,0.75,10.87,0.0,227.2,0.85,Connected
40044,2025-09-12T15:00:00,0.75,4.21,4.83,228.0,1.0,Connected
40045,2025-09-12T15:00:00,0.76,4.32,4.82,233.7,0.93,Connected
40046,2025-09-12T15:00:00,0.83,4.62,5.01,229.4,0.91,Connected
40047,2025-09-12T15:00:00,0.66,10.16,0.0,230.5,0.91,Connected
40048,2025-09-12T15:00:00,0.82,4.38,4.88,227.1,0.93,Connected
40049,2025-09-12T15:00:00,0.7,4.72,5.06,229.6,0.97,Connected
40050,2025-09-12T15:00:00,0.81,10.96,0.0,230.6,0.87,Connected
40051,2025-09-12T15:00:00,0.83,4.55,4.82,224.7,0.97,Connected
40052,2025-09-12T15:00:00,0.68,10.6,0.0,235.2,0.98,Connected
40053,2025-09-12T15:00:00,0.76,10.39,0.0,230.1,0.93,Connected
40054,2025-09-12T15:00:00,0.73,10.39,0.0,230.6,0.92,Connected
40055,2025-09-12T15:00:00,0.63,4.37,4.82,228.1,0.93,Connected
40056,2025-09-12T15:00:00,0.63,10.12,0.0,229.4,0.98,Connected
40057,2025-09-12T15:00:00,0.75,10.62,0.0,224.5,0.94,Connected
40058,2025-09-12T15:00:00,0.71,10.83,0.0,227.5,0.97,Connected
40059,2025-09-12T15:00:00,0.71,4.68,4.67,228.1,0.93,Connected
10000,2025-09-12T16:00:00,3.8,45.13,0.0,232.2,0.89,Disconnected
10001,2025-09-12T16:00:00,3.06,45.02,0.0,225.0,0.86,Connected
10002,2025-09-12T16:00:00,3.01,42.64,0.0,224.2,0.92,Connected
10003,2025-09-12T16:00:00,3.3,45.03,0.0,231.0,0.92,Connected
10004,2025-09-12T16:00:00,3.07,44.07,0.0,228.4,0.87,Connected
10005,2025-09-12T16:00:00,3.69,46.28,0.0,229.2,1.0,Connected
10006,2025-09-12T16:00:00,3.18,16.08,30.47,234.5,0.97,Connected
10007,2025-09-12T16:00:00,3.62,45.29,0.0,229.1,0.89,Connected
10008,2025-09-12T16:00:00,3.86,17.24,30.02,239.2,0.95,Connected
10009,2025-09-12T16:00:00,3.42,43.78,0.0,230.2,0.9,Connected
10010,2025-09-12T16:00:00,3.35,16.98,28.56,236.3,0.9,Connected
10011,2025-09-12T16:00:00,3.66,46.17,0.0,233.8,0.87,Connected
20012,2025-09-12T16:00:00,0.86,11.22,0.0,236.3,0.95,Connected
20013,2025-09-12T16:00:00,0.98,11.28,0.0,236.0,0.95,Connected
20014,2025-09-12T16:00:00,0.95,11.53,0.0,231.5,0.88,Connected
20015,2025-09-12T16:00:00,0.99,11.7,0.0,232.7,0.94,Connected
20016,2025-09-12T16:00:00,1.0,11.65,0.0,226.3,0.89,Connected
20017,2025-09-12T16:00:00,0.77,11.47,0.0,229.5,0.88,Connected
20018,2025-09-12T16:00:00,0.75,4.82,4.99,231.4,0.89,Connected
20019,2025-09-12T16:00:00,0.75,11.38,0.0,234.1,0.95,Connected
20020,2025-09-12T16:00:00,0.82,4.76,4.76,234.3,0.88,Connected
20021,2025-09-12T16:00:00,0.75,11.41,0.0,233.2,0.93,Connected
20022,2025-09-12T16:00:00,0.98,11.92,0.0,231.0,0.98,Connected
20023,2025-09-12T16:00:00,0.87,11.07,0.0,232.8,0.92,Connected
20024,2025-09-12T16:00:00,0.79,11.42,0.0,229.1,0.85,Connected
20025,2025-09-12T16:00:00,0.84,4.78,5.0,230.0,0.89,Connected
20026,2025-09-12T16:00:00,0.85,11.27,0.0,226.4,0.96,Connected
20027,2025-09-12T16:00:00,0.89,4.79,4.6,227.0,0.95,Connected
20028,2025-09-12T16:00:00,0.76,11.76,0.0,232.2,0.86,Connected
30029,2025-09-12T16:00:00,1.75,8.47,16.28,226.3,0.99,Connected
30030,2025-09-12T16:00:00,1.73,23.38,0.0,236.4,0.97,Connected
30031,2025-09-12T16:00:00,1.71,23.98,0.0,225.1,0.96,Connected
30032,2025-09-12T16:00:00,1.73,22.66,0.0,228.7,0.93,Connected
30033,2025-09-12T16:00:00,1.63,22.92,0.0,225.7,0.89,Connected
30034,2025-09-12T16:00:00,1.5,23.22,0.0,230.5,0.97,Connected
30035,2025-09-12T16:00:00,1.65,7.99,16.29,232.3,0.87,Connected
30036,2025-09-12T16:00:00,1.88,23.24,0.0,226.5,0.94,Connected
30037,2025-09-12T16:00:00,1.9,23.35,0.0,225.7,0.98,Connected
30038,2025-09-12T16:00:00,1.69,22.9,0.0,239.5,0.97,Connected
30039,2025-09-12T16:00:00,1.57,22.06,0.0,229.0,0.98,Connected
30040,2025-09-12T16:00:00,1.59,21.99,0.0,235.5,0.99,Connected
30041,2025-09-12T16:00:00,1.53,8.29,16.67,226.6,0.88,Connected
30042,2025-09-12T16:00:00,1.58,22.99,0.0,226.4,0.97,Connected
40043,2025-09-12T16:00:00,0.85,11.72,0.0,235.0,0.95,Connected
40044,2025-09-12T16:00:00,0.91,4.49,4.83,228.5,0.88,Connected
40045,2025-09-12T16:00:00,0.93,4.62,4.82,232.1,0.88,Connected
40046,2025-09-12T16:00:00,0.9,4.89,5.01,226.2,0.91,Connected
40047,2025-09-12T16:00:00,0.88,11.04,0.0,228.1,0.95,Connected
40048,2025-09-12T16:00:00,1.0,4.75,4.88,228.8,0.98,Connected
40049,2025-09-12T16:00:00,1.0,5.09,5.06,228.3,0.99,Connected
40050,2025-09-12T16:00:00,0.76,11.72,0.0,235.0,0.92,Connected
40051,2025-09-12T16:00:00,0.83,4.74,4.82,231.6,0.94,Connected
40052,2025-09-12T16:00:00,0.8,11.4,0.0,229.7,0.87,Connected
40053,2025-09-12T16:00:00,1.0,11.39,0.0,227.5,0.99,Connected
40054,2025-09-12T16:00:00,0.93,11.32,0.0,232.0,0.94,Connected
40055,2025-09-12T16:00:00,0.96,4.7,4.82,230.1,0.85,Connected
40056,2025-09-12T16:00:00,0.76,10.88,0.0,230.0,0.92,Connected
40057,2025-09-12T16:00:00,1.0,11.62,0.0,228.5,0.97,Connected
40058,2025-09-12T16:00:00,0.82,11.65,0.0,227.2,0.92,Connected
40059,2025-09-12T16:00:00,0.86,4.91,4.67,226.7,0.91,Connected
10000,2025-09-12T17:00:00,4.78,49.9,0.0,237.9,0.97,Connected
10001,2025-09-12T17:00:00,4.58,49.6,0.0,228.8,0.92,Connected
10002,2025-09-12T17:00:00,5.14,47.78,0.0,230.2,0.98,Connected
10003,2025-09-12T17:00:00,4.35,49.39,0.0,230.5,0.94,Connected
10004,2025-09-12T17:00:00,4.42,48.48,0.0,226.5,0.99,Connected
10005,2025-09-12T17:00:00,4.57,50.84,0.0,225.9,0.92,Connected
10006,2025-09-12T17:00:00,4.6,19.3,30.47,238.0,0.85,Connected
10007,2025-09-12T17:00:00,4.04,49.33,0.0,225.5,0.92,Connected
10008,2025-09-12T17:00:00,4.0,19.86,30.02,225.3,0.9,Connected
10009,2025-09-12T17:00:00,4.43,48.22,0.0,227.5,0.87,Connected
10010,2025-09-12T17:00:00,5.18,20.78,28.56,227.1,0.97,Connected
10011,2025-09-12T17:00:00,4.93,51.1,0.0,226.7,0.91,Connected
20012,2025-09-12T17:00:00,1.1,12.32,0.0,237.3,0.86,Connected
20013,2025-09-12T17:00:00,1.28,12.56,0.0,233.1,0.9,Connected
20014,2025-09-12T17:00:00,0.99,12.52,0.0,232.2,0.95,Connected
20015,2025-09-12T17:00:00,1.3,13.0,0.0,233.1,0.97,Connected
20016,2025-09-12T17:00:00,1.33,12.98,0.0,233.8,0.9,Connected
20017,2025-09-12T17:00:00,1.06,12.52,0.0,231.1,1.0,Connected
20018,2025-09-12T17:00:00,1.1,5.65,4.99,235.7,0.85,Connected
20019,2025-09-12T17:00:00,1.06,12.44,0.0,230.0,0.89,Connected
20020,2025-09-12T17:00:00,1.06,5.54,4.76,229.8,0.9,Connected
20021,2025-09-12T17:00:00,1.02,12.44,0.0,230.3,0.86,Connected
20022,2025-09-12T17:00:00,1.01,12.94,0.0,232.5,0.91,Connected
