timestamp,month,hour,weekday,day_type,irradiance_w_m2,solar_generation_kw,cloud_cover_pct,temperature_c,wind_speed_m_s,home_demand_kw,ev_demand_kw,total_demand_kw,balance_kw,status,grid_price_inr_per_kwh,p2p_sell_price_inr,p2p_buy_price_inr,bescom_feed_in_inr
2024-08-16 18:00,8,18,4,weekday,22.8,2.31,66.0,25.2,4.8,20.79,0.0,20.79,-18.47,DEFICIT,6.54,4.4,5.56,2.25
2024-08-16 19:00,8,19,4,weekday,0,0,66.8,22.6,5.0,29.5,19.32,48.82,-48.82,DEFICIT,7.14,4.69,6.06,2.25
2024-08-16 20:00,8,20,4,weekday,0,0,59.7,22.4,4.4,25.99,21.35,47.34,-47.34,DEFICIT,7.05,4.65,5.99,2.25
2024-08-16 21:00,8,21,4,weekday,0,0,61.1,21.5,5.2,19.65,17.38,37.03,-37.03,DEFICIT,6.1,4.17,5.18,2.25
2024-08-16 22:00,8,22,4,weekday,0,0,76.0,22.0,3.8,14.25,0.0,14.25,-14.25,DEFICIT,4.22,3.24,3.59,2.25
2024-08-16 23:00,8,23,4,weekday,0,0,74.1,18.8,4.1,9.94,0,9.94,-9.94,DEFICIT,4.46,3.35,3.79,2.25
2024-08-17 00:00,8,0,5,weekend,0,0,76.2,22.1,4.4,8.75,2.22,10.96,-10.96,DEFICIT,4.31,3.28,3.67,2.25
2024-08-17 01:00,8,1,5,weekend,0,0,69.4,18.1,4.8,7.15,5.16,12.31,-12.31,DEFICIT,4.09,3.17,3.48,2.25
2024-08-17 02:00,8,2,5,weekend,0,0,84.7,17.9,3.9,5.54,0.0,5.54,-5.54,DEFICIT,4.34,3.29,3.69,2.25
2024-08-17 03:00,8,3,5,weekend,0,0,67.1,16.9,4.9,5,0.0,5.0,-5.0,BALANCED,4.57,3.41,3.88,2.25
2024-08-17 04:00,8,4,5,weekend,0,0,79.0,20.4,4.7,5,0.0,5.0,-5.0,BALANCED,4.66,3.45,3.96,2.25
2024-08-17 05:00,8,5,5,weekend,0,0,86.2,17.6,4.2,5.84,0.0,5.84,-5.84,DEFICIT,4.97,3.61,4.22,2.25
2024-08-17 06:00,8,6,5,weekend,26.2,2.65,81.6,18.8,4.5,19.48,0,19.48,-16.83,DEFICIT,5.46,3.85,4.64,2.25
2024-08-17 07:00,8,7,5,weekend,79.9,8.1,61.4,19.3,3.7,25.84,0.0,25.84,-17.74,DEFICIT,5.77,4.01,4.9,2.25
2024-08-17 08:00,8,8,5,weekend,177.0,17.95,87.5,23.2,4.2,19.44,14.24,33.67,-15.72,DEFICIT,5.93,4.09,5.04,2.25
2024-08-17 09:00,8,9,5,weekend,305.3,30.96,82.2,23.2,3.3,14.72,0.0,14.72,16.24,SURPLUS,5.47,3.86,4.65,2.25
2024-08-17 10:00,8,10,5,weekend,386.8,38.85,77.2,27.4,5.1,11.15,0,11.15,27.69,SURPLUS,4.03,3.14,3.42,2.25
2024-08-17 11:00,8,11,5,weekend,481.2,48.79,76.1,24.4,3.7,11.25,0,11.25,37.55,SURPLUS,4.39,3.32,3.73,2.25
2024-08-17 12:00,8,12,5,weekend,505.2,51.13,68.4,25.5,5.5,13.73,0,13.73,37.4,SURPLUS,3.88,3.07,3.3,2.25
2024-08-17 13:00,8,13,5,weekend,478.8,48.27,75.4,26.4,5.9,12.0,0,12.0,36.27,SURPLUS,3.98,3.12,3.39,2.25
2024-08-17 14:00,8,14,5,weekend,435.9,43.28,80.9,30.2,5.1,12.1,0,12.1,31.18,SURPLUS,3.42,2.84,2.91,2.25
2024-08-17 15:00,8,15,5,weekend,335.2,33.78,72.0,26.5,6.2,10.91,0,10.91,22.87,SURPLUS,4.17,3.21,3.55,2.25
2024-08-17 16:00,8,16,5,weekend,215.3,21.5,64.4,28.8,3.6,12.14,0,12.14,9.36,SURPLUS,6.52,4.38,5.54,2.25
2024-08-17 17:00,8,17,5,weekend,109.8,11.14,66.7,23.4,3.5,17.61,0,17.61,-6.47,DEFICIT,6.48,4.36,5.51,2.25
2024-08-17 18:00,8,18,5,weekend,25.5,2.58,76.2,24.0,4.3,23.23,0.0,23.23,-20.64,DEFICIT,7.04,4.64,5.98,2.25
2024-08-17 19:00,8,19,5,weekend,0,0,63.4,23.2,5.5,38.45,15.93,54.37,-54.37,DEFICIT,7.08,4.67,6.02,2.25
2024-08-17 20:00,8,20,5,weekend,0,0,73.3,23.0,4.6,27.82,0.0,27.82,-27.82,DEFICIT,6.58,4.41,5.59,2.25
2024-08-17 21:00,8,21,5,weekend,0,0,71.0,21.9,5.2,23.02,19.12,42.15,-42.15,DEFICIT,6.63,4.44,5.64,2.25
2024-08-17 22:00,8,22,5,weekend,0,0,100,19.9,4.1,18.93,0.0,18.93,-18.93,DEFICIT,5.0,3.63,4.25,2.25
2024-08-17 23:00,8,23,5,weekend,0,0,71.9,19.3,4.0,9.39,0,9.39,-9.39,DEFICIT,4.48,3.36,3.81,2.25
2024-08-18 00:00,8,0,6,weekend,0,0,100,21.4,2.9,7.21,4.68,11.89,-11.89,DEFICIT,4.64,3.44,3.94,2.25
2024-08-18 01:00,8,1,6,weekend,0,0,100,19.0,3.4,6.71,3.08,9.79,-9.79,DEFICIT,4.38,3.32,3.73,2.25
2024-08-18 02:00,8,2,6,weekend,0,0,99.0,17.7,5.6,5.81,4.53,10.34,-10.34,DEFICIT,5.03,3.64,4.28,2.25
2024-08-18 03:00,8,3,6,weekend,0,0,100,18.8,4.6,5.33,2.4,7.74,-7.74,DEFICIT,4.68,3.46,3.98,2.25
2024-08-18 04:00,8,4,6,weekend,0,0,95.8,20.8,4.4,5.47,0.0,5.47,-5.47,DEFICIT,4.7,3.47,3.99,2.25
2024-08-18 05:00,8,5,6,weekend,0,0,100,18.0,5.4,6.66,5.35,12.01,-12.01,DEFICIT,4.79,3.52,4.07,2.25
2024-08-18 06:00,8,6,6,weekend,29.7,3.01,76.0,19.8,3.8,19.63,0,19.63,-16.62,DEFICIT,6.09,4.17,5.18,2.25
2024-08-18 07:00,8,7,6,weekend,110.0,11.15,98.4,23.9,3.6,22.34,0.0,22.34,-11.19,DEFICIT,5.49,3.87,4.66,2.25
2024-08-18 08:00,8,8,6,weekend,253.8,25.74,96.1,23.0,3.8,22.65,0.0,22.65,3.08,BALANCED,5.89,4.07,5.0,2.25
2024-08-18 09:00,8,9,6,weekend,410.4,41.46,100,26.0,4.7,14.42,10.41,24.83,16.63,SURPLUS,5.97,4.11,5.08,2.25
2024-08-18 10:00,8,10,6,weekend,538.0,54.56,97.5,21.7,3.6,11.96,0,11.96,42.59,SURPLUS,4.0,3.13,3.4,2.25
2024-08-18 11:00,8,11,6,weekend,565.3,57.32,91.5,24.1,5.0,12.7,0,12.7,44.62,SURPLUS,3.72,2.99,3.16,2.25
2024-08-18 12:00,8,12,6,weekend,695.1,69.35,89.7,29.0,4.3,13.49,0,13.49,55.86,SURPLUS,3.48,2.86,2.96,2.25
2024-08-18 13:00,8,13,6,weekend,490.6,49.37,100,26.9,5.2,13.0,0,13.0,36.36,SURPLUS,3.56,2.9,3.03,2.25
2024-08-18 14:00,8,14,6,weekend,549.2,54.89,88.8,28.6,6.1,10.17,0,10.17,44.73,SURPLUS,4.03,3.14,3.43,2.25
2024-08-18 15:00,8,15,6,weekend,397.0,39.9,100,27.2,5.1,12.52,0,12.52,27.39,SURPLUS,3.72,2.98,3.16,2.25
2024-08-18 16:00,8,16,6,weekend,275.2,27.91,78.1,24.5,4.6,14.05,0,14.05,13.86,SURPLUS,6.88,4.56,5.84,2.25
2024-08-18 17:00,8,17,6,weekend,149.0,15.1,100,22.8,4.1,18.5,0,18.5,-3.39,BALANCED,7.06,4.65,6.0,2.25
2024-08-18 18:00,8,18,6,weekend,34.1,3.45,92.4,25.0,4.7,28.55,6.54,35.09,-31.64,DEFICIT,7.01,4.63,5.96,2.25
2024-08-18 19:00,8,19,6,weekend,0,0,100,23.7,3.9,32.47,0.0,32.47,-32.47,DEFICIT,6.44,4.35,5.48,2.25
2024-08-18 20:00,8,20,6,weekend,0,0,100,21.4,4.7,32.31,0.0,32.31,-32.31,DEFICIT,6.95,4.6,5.9,2.25
2024-08-18 21:00,8,21,6,weekend,0,0,87.9,20.6,4.0,25.96,21.51,47.47,-47.47,DEFICIT,6.58,4.41,5.59,2.25
2024-08-18 22:00,8,22,6,weekend,0,0,100,22.2,4.4,14.08,8.6,22.68,-22.68,DEFICIT,4.37,3.31,3.72,2.25
2024-08-18 23:00,8,23,6,weekend,0,0,93.8,20.2,4.3,12.42,0,12.42,-12.42,DEFICIT,4.64,3.44,3.94,2.25
2024-08-19 00:00,8,0,0,weekday,0,0,77.9,19.6,4.8,5.79,0.0,5.79,-5.79,DEFICIT,4.5,3.37,3.82,2.25
2024-08-19 01:00,8,1,0,weekday,0,0,89.2,18.7,4.6,5.82,0.0,5.82,-5.82,DEFICIT,4.22,3.24,3.59,2.25
2024-08-19 02:00,8,2,0,weekday,0,0,73.6,22.3,3.8,5.89,2.47,8.35,-8.35,DEFICIT,5.04,3.64,4.28,2.25
2024-08-19 03:00,8,3,0,weekday,0,0,59.2,19.3,5.4,5.17,5.47,10.63,-10.63,DEFICIT,4.93,3.59,4.19,2.25
2024-08-19 04:00,8,4,0,weekday,0,0,84.0,19.8,4.4,5,2.22,7.22,-7.22,DEFICIT,4.56,3.4,3.87,2.25
2024-08-19 05:00,8,5,0,weekday,0,0,92.1,17.6,3.4,5.24,0.0,5.24,-5.24,DEFICIT,4.34,3.3,3.69,2.25
2024-08-19 06:00,8,6,0,weekday,22.5,2.28,80.3,21.2,3.3,14.32,0,14.32,-12.04,DEFICIT,6.1,4.18,5.19,2.25
2024-08-19 07:00,8,7,0,weekday,114.3,11.59,74.7,19.4,2.6,25.83,0.0,25.83,-14.24,DEFICIT,6.05,4.15,5.14,2.25
2024-08-19 08:00,8,8,0,weekday,212.9,21.58,71.2,24.4,4.5,18.45,21.29,39.74,-18.15,DEFICIT,5.61,3.93,4.76,2.25
2024-08-19 09:00,8,9,0,weekday,314.2,31.86,72.9,19.9,4.8,11.94,0.0,11.94,19.91,SURPLUS,5.81,4.03,4.94,2.25
2024-08-19 10:00,8,10,0,weekday,423.0,42.79,73.4,25.6,4.8,9.57,0,9.57,33.22,SURPLUS,3.91,3.08,3.32,2.25
2024-08-19 11:00,8,11,0,weekday,437.1,43.95,89.1,27.1,3.1,10.2,0,10.2,33.75,SURPLUS,4.5,3.37,3.82,2.25
2024-08-19 12:00,8,12,0,weekday,527.1,53.42,76.7,25.1,4.4,12.96,0,12.96,40.46,SURPLUS,3.46,2.86,2.94,2.25
2024-08-19 13:00,8,13,0,weekday,464.3,46.42,67.1,28.5,5.6,11.16,0,11.16,35.25,SURPLUS,3.82,3.04,3.25,2.25
2024-08-19 14:00,8,14,0,weekday,457.4,45.92,80.6,27.5,3.6,8.98,0,8.98,36.95,SURPLUS,3.98,3.12,3.39,2.25
2024-08-19 15:00,8,15,0,weekday,381.1,38.34,71.9,27.0,5.1,10.08,0,10.08,28.26,SURPLUS,4.11,3.18,3.49,2.25
2024-08-19 16:00,8,16,0,weekday,258.2,25.96,71.5,27.1,4.3,10.63,0,10.63,15.33,SURPLUS,6.65,4.45,5.66,2.25
2024-08-19 17:00,8,17,0,weekday,133.6,13.55,80.6,24.7,5.1,18.31,0,18.31,-4.77,BALANCED,6.87,4.56,5.84,2.25
2024-08-19 18:00,8,18,0,weekday,24.9,2.52,86.3,23.7,5.6,25.98,9.55,35.53,-33.01,DEFICIT,6.76,4.51,5.75,2.25
2024-08-19 19:00,8,19,0,weekday,0,0,64.9,24.5,5.6,29.8,14.95,44.76,-44.76,DEFICIT,6.61,4.43,5.62,2.25
2024-08-19 20:00,8,20,0,weekday,0,0,78.1,21.0,5.7,26.36,16.99,43.34,-43.34,DEFICIT,6.52,4.39,5.55,2.25
2024-08-19 21:00,8,21,0,weekday,0,0,97.0,21.0,4.3,20.02,0.0,20.02,-20.02,DEFICIT,6.01,4.13,5.11,2.25
2024-08-19 22:00,8,22,0,weekday,0,0,93.3,22.9,5.6,16.01,9.71,25.72,-25.72,DEFICIT,4.97,3.61,4.22,2.25
2024-08-19 23:00,8,23,0,weekday,0,0,89.2,20.3,4.2,10.2,0,10.2,-10.2,DEFICIT,5.04,3.65,4.29,2.25
2024-08-20 00:00,8,0,1,weekday,0,0,65.9,21.0,4.3,7.77,0.0,7.77,-7.77,DEFICIT,4.58,3.41,3.89,2.25
2024-08-20 01:00,8,1,1,weekday,0,0,63.7,18.7,4.7,5.55,0.0,5.55,-5.55,DEFICIT,4.67,3.46,3.97,2.25
2024-08-20 02:00,8,2,1,weekday,0,0,77.1,18.5,6.1,5.8,0.0,5.8,-5.8,DEFICIT,4.63,3.44,3.94,2.25
2024-08-20 03:00,8,3,1,weekday,0,0,63.1,18.4,3.0,5,0.0,5.0,-5.0,BALANCED,4.32,3.28,3.67,2.25
2024-08-20 04:00,8,4,1,weekday,0,0,83.6,19.1,3.1,5,2.4,7.4,-7.4,DEFICIT,4.53,3.39,3.85,2.25
2024-08-20 05:00,8,5,1,weekday,0,0,70.7,16.5,3.6,5.49,2.26,7.76,-7.76,DEFICIT,4.53,3.39,3.85,2.25
2024-08-20 06:00,8,6,1,weekday,19.2,1.94,55.4,18.5,3.2,15.08,0,15.08,-13.13,DEFICIT,5.79,4.02,4.92,2.25
2024-08-20 07:00,8,7,1,weekday,76.8,7.79,48.3,22.2,3.5,22.73,0.0,22.73,-14.95,DEFICIT,5.97,4.11,5.08,2.25
2024-08-20 08:00,8,8,1,weekday,174.8,17.73,71.8,22.7,5.4,18.83,0.0,18.83,-1.1,BALANCED,5.78,4.02,4.91,2.25
2024-08-20 09:00,8,9,1,weekday,264.3,26.8,59.6,24.7,4.9,13.91,13.98,27.88,-1.09,BALANCED,6.05,4.15,5.14,2.25
2024-08-20 10:00,8,10,1,weekday,351.1,35.61,68.6,24.2,4.7,11.2,0,11.2,24.4,SURPLUS,4.08,3.17,3.47,2.25
2024-08-20 11:00,8,11,1,weekday,389.6,39.5,64.1,24.4,4.8,10.46,0,10.46,29.04,SURPLUS,4.13,3.19,3.51,2.25
2024-08-20 12:00,8,12,1,weekday,440.8,44.53,61.2,25.9,5.8,12.45,0,12.45,32.08,SURPLUS,3.51,2.88,2.99,2.25
2024-08-20 13:00,8,13,1,weekday,340.0,34.01,53.5,28.4,5.5,9.11,0,9.11,24.9,SURPLUS,4.25,3.25,3.61,2.25
2024-08-20 14:00,8,14,1,weekday,422.7,42.48,69.4,27.2,6.2,9.31,0,9.31,33.17,SURPLUS,4.38,3.31,3.72,2.25
2024-08-20 15:00,8,15,1,weekday,252.4,25.55,54.1,25.4,3.8,11.93,0,11.93,13.62,SURPLUS,3.89,3.07,3.31,2.25
2024-08-20 16:00,8,16,1,weekday,188.2,18.88,59.9,27.7,5.5,12.76,0,12.76,6.12,SURPLUS,6.78,4.51,5.76,2.25
2024-08-20 17:00,8,17,1,weekday,106.8,10.77,65.6,26.3,4.4,15.82,0,15.82,-5.06,DEFICIT,6.63,4.44,5.64,2.25
2024-08-20 18:00,8,18,1,weekday,22.6,2.29,64.0,23.0,5.8,21.5,11.82,33.32,-31.03,DEFICIT,6.76,4.51,5.75,2.25
2024-08-20 19:00,8,19,1,weekday,0,0,72.0,19.7,3.8,22.9,15.43,38.32,-38.32,DEFICIT,6.5,4.37,5.52,2.25
2024-08-20 20:00,8,20,1,weekday,0,0,82.9,20.5,4.1,26.61,16.23,42.85,-42.85,DEFICIT,6.88,4.56,5.85,2.25
2024-08-20 21:00,8,21,1,weekday,0,0,71.4,20.5,4.2,20.96,15.44,36.4,-36.4,DEFICIT,6.78,4.52,5.77,2.25
2024-08-20 22:00,8,22,1,weekday,0,0,62.3,22.3,3.8,14.99,0.0,14.99,-14.99,DEFICIT,4.35,3.3,3.69,2.25
2024-08-20 23:00,8,23,1,weekday,0,0,51.8,18.9,3.9,9.42,0,9.42,-9.42,DEFICIT,4.19,3.22,3.56,2.25
2024-08-21 00:00,8,0,2,weekday,0,0,96.5,19.3,5.8,7.96,3.35,11.32,-11.32,DEFICIT,4.43,3.34,3.76,2.25
2024-08-21 01:00,8,1,2,weekday,0,0,81.4,20.0,5.2,5.88,3.12,9.0,-9.0,DEFICIT,4.71,3.48,4.0,2.25
2024-08-21 02:00,8,2,2,weekday,0,0,100,20.0,4.8,5,0.0,5.0,-5.0,BALANCED,4.71,3.48,4.01,2.25
2024-08-21 03:00,8,3,2,weekday,0,0,90.5,19.8,4.1,5,0.0,5.0,-5.0,BALANCED,4.03,3.14,3.43,2.25
2024-08-21 04:00,8,4,2,weekday,0,0,90.4,14.5,4.4,5,4.41,9.41,-9.41,DEFICIT,4.27,3.26,3.63,2.25
2024-08-21 05:00,8,5,2,weekday,0,0,85.1,19.2,5.0,5.36,0.0,5.36,-5.36,DEFICIT,4.74,3.49,4.03,2.25
2024-08-21 06:00,8,6,2,weekday,25.1,2.54,68.6,21.8,4.4,16.23,0,16.23,-13.69,DEFICIT,6.39,4.32,5.43,2.25
2024-08-21 07:00,8,7,2,weekday,108.3,10.98,81.5,20.9,2.3,20.92,4.05,24.97,-13.99,DEFICIT,5.68,3.96,4.82,2.25
2024-08-21 08:00,8,8,2,weekday,188.4,19.11,96.7,22.7,3.6,17.93,0.0,17.93,1.18,BALANCED,5.48,3.87,4.66,2.25
2024-08-21 09:00,8,9,2,weekday,322.2,32.68,90.9,22.8,4.4,14.25,7.77,22.02,10.66,SURPLUS,5.67,3.96,4.82,2.25
2024-08-21 10:00,8,10,2,weekday,466.0,47.2,67.5,25.3,4.1,10.49,0,10.49,36.71,SURPLUS,4.05,3.15,3.44,2.25
2024-08-21 11:00,8,11,2,weekday,478.5,47.92,78.8,28.1,5.2,9.44,0,9.44,38.48,SURPLUS,3.72,2.99,3.16,2.25
2024-08-21 12:00,8,12,2,weekday,599.4,60.11,74.9,27.7,6.2,12.55,0,12.55,47.56,SURPLUS,4.15,3.2,3.53,2.25
2024-08-21 13:00,8,13,2,weekday,509.1,51.07,76.8,27.7,4.0,11.03,0,11.03,40.04,SURPLUS,4.06,3.15,3.45,2.25
2024-08-21 14:00,8,14,2,weekday,402.5,40.57,81.1,26.5,6.4,11.21,0,11.21,29.36,SURPLUS,2.95,2.6,2.51,2.25
2024-08-21 15:00,8,15,2,weekday,346.3,34.83,91.0,27.0,4.2,12.84,0,12.84,21.98,SURPLUS,3.76,3.0,3.19,2.25
2024-08-21 16:00,8,16,2,weekday,265.4,26.83,87.6,25.8,5.2,14.92,0,14.92,11.91,SURPLUS,6.5,4.37,5.52,2.25
2024-08-21 17:00,8,17,2,weekday,132.2,13.41,69.8,24.2,4.2,20.13,0,20.13,-6.72,DEFICIT,6.67,4.46,5.67,2.25
2024-08-21 18:00,8,18,2,weekday,27.8,2.82,84.9,21.6,5.3,29.38,5.92,35.3,-32.48,DEFICIT,6.97,4.61,5.92,2.25
2024-08-21 19:00,8,19,2,weekday,0,0,88.7,20.7,3.5,28.7,8.11,36.8,-36.8,DEFICIT,6.83,4.54,5.8,2.25
2024-08-21 20:00,8,20,2,weekday,0,0,93.3,24.1,3.1,25.42,13.96,39.37,-39.37,DEFICIT,7.21,4.73,6.13,2.25
2024-08-21 21:00,8,21,2,weekday,0,0,87.5,21.6,4.3,19.62,11.36,30.98,-30.98,DEFICIT,6.37,4.31,5.41,2.25
2024-08-21 22:00,8,22,2,weekday,0,0,100,18.9,4.4,14.79,15.92,30.71,-30.71,DEFICIT,4.67,3.46,3.97,2.25
2024-08-21 23:00,8,23,2,weekday,0,0,100,21.6,4.8,9.97,0,9.97,-9.97,DEFICIT,4.09,3.17,3.48,2.25
2024-08-22 00:00,8,0,3,weekday,0,0,90.9,19.2,5.1,7.98,2.22,10.2,-10.2,DEFICIT,4.73,3.49,4.02,2.25
2024-08-22 01:00,8,1,3,weekday,0,0,62.2,18.5,5.4,5.1,2.72,7.82,-7.82,DEFICIT,4.07,3.16,3.46,2.25
2024-08-22 02:00,8,2,3,weekday,0,0,75.6,19.1,4.1,6.9,0.0,6.9,-6.9,DEFICIT,4.35,3.3,3.7,2.25
2024-08-22 03:00,8,3,3,weekday,0,0,70.8,18.6,5.7,5.07,0.0,5.07,-5.07,DEFICIT,4.15,3.2,3.52,2.25
2024-08-22 04:00,8,4,3,weekday,0,0,77.4,17.2,3.9,5,0.0,5.0,-5.0,BALANCED,4.34,3.3,3.69,2.25
2024-08-22 05:00,8,5,3,weekday,0,0,81.4,19.0,3.5,5.75,0.0,5.75,-5.75,DEFICIT,4.22,3.23,3.59,2.25
2024-08-22 06:00,8,6,3,weekday,26.3,2.67,71.0,18.0,3.7,13.52,0,13.52,-10.85,DEFICIT,6.03,4.14,5.12,2.25
2024-08-22 07:00,8,7,3,weekday,83.9,8.51,80.5,21.9,2.9,21.6,0.0,21.6,-13.09,DEFICIT,5.66,3.96,4.81,2.25
2024-08-22 08:00,8,8,3,weekday,195.5,19.82,52.2,21.5,4.8,19.95,8.86,28.81,-8.99,DEFICIT,6.03,4.14,5.12,2.25
2024-08-22 09:00,8,9,3,weekday,276.2,27.91,69.7,25.9,4.7,10.94,8.3,19.24,8.66,SURPLUS,5.4,3.83,4.59,2.25
2024-08-22 10:00,8,10,3,weekday,381.1,38.64,64.4,24.3,5.7,10.67,0,10.67,27.97,SURPLUS,3.61,2.93,3.07,2.25
2024-08-22 11:00,8,11,3,weekday,475.7,48.23,54.1,24.4,3.2,12.22,0,12.22,36.02,SURPLUS,4.25,3.25,3.61,2.25
2024-08-22 12:00,8,12,3,weekday,434.9,43.31,67.6,29.5,4.1,12.8,0,12.8,30.51,SURPLUS,3.77,3.01,3.21,2.25
2024-08-22 13:00,8,13,3,weekday,405.0,41.07,67.9,24.7,4.9,10.16,0,10.16,30.91,SURPLUS,3.65,2.95,3.1,2.25
2024-08-22 14:00,8,14,3,weekday,440.9,44.48,68.0,26.2,4.7,10.51,0,10.51,33.97,SURPLUS,3.38,2.82,2.87,2.25
2024-08-22 15:00,8,15,3,weekday,303.6,30.74,73.1,25.4,5.5,10.59,0,10.59,20.15,SURPLUS,3.93,3.09,3.34,2.25
2024-08-22 16:00,8,16,3,weekday,223.4,22.37,74.5,28.2,4.6,12.19,0,12.19,10.18,SURPLUS,6.84,4.54,5.81,2.25
2024-08-22 17:00,8,17,3,weekday,108.1,10.96,68.2,24.4,5.3,16.35,0,16.35,-5.39,DEFICIT,6.9,4.58,5.87,2.25
2024-08-22 18:00,8,18,3,weekday,25.0,2.54,66.4,25.1,2.8,23.73,18.83,42.56,-40.02,DEFICIT,6.93,4.59,5.89,2.25
2024-08-22 19:00,8,19,3,weekday,0,0,82.4,22.3,5.2,31.07,0.0,31.07,-31.07,DEFICIT,7.34,4.79,6.24,2.25
2024-08-22 20:00,8,20,3,weekday,0,0,64.6,22.3,3.7,29.46,11.65,41.11,-41.11,DEFICIT,6.86,4.55,5.83,2.25
2024-08-22 21:00,8,21,3,weekday,0,0,69.3,18.9,4.0,20.55,11.13,31.68,-31.68,DEFICIT,6.68,4.46,5.68,2.25
2024-08-22 22:00,8,22,3,weekday,0,0,72.9,19.5,5.7,11.84,8.14,19.98,-19.98,DEFICIT,4.6,3.43,3.91,2.25
2024-08-22 23:00,8,23,3,weekday,0,0,82.5,21.3,4.1,11.25,0,11.25,-11.25,DEFICIT,4.37,3.31,3.72,2.25
2024-08-23 00:00,8,0,4,weekday,0,0,89.0,21.6,4.1,7.36,0.0,7.36,-7.36,DEFICIT,4.31,3.28,3.66,2.25
2024-08-23 01:00,8,1,4,weekday,0,0,97.8,19.0,3.2,5.97,4.6,10.57,-10.57,DEFICIT,3.99,3.12,3.39,2.25
2024-08-23 02:00,8,2,4,weekday,0,0,100,18.2,3.3,5.41,5.21,10.61,-10.61,DEFICIT,4.9,3.58,4.17,2.25
2024-08-23 03:00,8,3,4,weekday,0,0,90.5,19.0,5.4,5,2.31,7.31,-7.31,DEFICIT,4.5,3.37,3.82,2.25
2024-08-23 04:00,8,4,4,weekday,0,0,100,19.4,5.5,5,5.19,10.19,-10.19,DEFICIT,4.57,3.41,3.88,2.25
2024-08-23 05:00,8,5,4,weekday,0,0,100,19.7,4.3,6.28,0.0,6.28,-6.28,DEFICIT,4.83,3.54,4.11,2.25
2024-08-23 06:00,8,6,4,weekday,30.8,3.12,94.7,20.0,3.0,15.62,0,15.62,-12.5,DEFICIT,5.94,4.1,5.05,2.25
2024-08-23 07:00,8,7,4,weekday,105.6,10.71,82.6,20.9,3.6,25.03,0.0,25.03,-14.33,DEFICIT,5.46,3.85,4.64,2.25
2024-08-23 08:00,8,8,4,weekday,241.5,24.49,86.7,20.8,4.6,18.58,17.94,36.52,-12.03,DEFICIT,5.82,4.04,4.95,2.25
2024-08-23 09:00,8,9,4,weekday,387.5,39.29,100,22.1,5.5,12.89,0.0,12.89,26.41,SURPLUS,6.3,4.28,5.36,2.25
2024-08-23 10:00,8,10,4,weekday,520.5,52.77,97.9,23.8,4.4,9.82,0,9.82,42.95,SURPLUS,4.16,3.2,3.53,2.25
2024-08-23 11:00,8,11,4,weekday,549.8,55.38,100,26.6,5.1,10.75,0,10.75,44.63,SURPLUS,4.28,3.26,3.63,2.25
2024-08-23 12:00,8,12,4,weekday,641.9,65.07,64.3,25.1,6.3,11.38,0,11.38,53.69,SURPLUS,3.69,2.97,3.14,2.25
2024-08-23 13:00,8,13,4,weekday,646.0,65.25,87.0,26.0,4.8,8.84,0,8.84,56.41,SURPLUS,3.8,3.02,3.23,2.25
2024-08-23 14:00,8,14,4,weekday,546.5,55.24,93.1,25.8,5.2,10.02,0,10.02,45.21,SURPLUS,4.13,3.19,3.51,2.25
2024-08-23 15:00,8,15,4,weekday,409.2,41.21,88.2,26.7,3.5,11.93,0,11.93,29.28,SURPLUS,3.26,2.76,2.77,2.25
2024-08-23 16:00,8,16,4,weekday,268.6,26.98,88.2,27.4,6.1,12.16,0,12.16,14.82,SURPLUS,6.96,4.61,5.92,2.25
2024-08-23 17:00,8,17,4,weekday,144.5,14.58,95.1,26.2,3.9,21.83,0,21.83,-7.25,DEFICIT,6.72,4.49,5.72,2.25
2024-08-23 18:00,8,18,4,weekday,34.5,3.5,85.5,20.7,4.2,26.7,11.67,38.37,-34.87,DEFICIT,6.56,4.41,5.58,2.25
2024-08-23 19:00,8,19,4,weekday,0,0,100,23.5,5.1,33.21,7.62,40.82,-40.82,DEFICIT,6.87,4.56,5.84,2.25
2024-08-23 20:00,8,20,4,weekday,0,0,95.6,23.3,3.9,24.81,21.85,46.66,-46.66,DEFICIT,7.21,4.73,6.13,2.25
2024-08-23 21:00,8,21,4,weekday,0,0,100,20.0,4.4,17.27,0.0,17.27,-17.27,DEFICIT,6.67,4.46,5.67,2.25
2024-08-23 22:00,8,22,4,weekday,0,0,100,19.3,3.4,17.27,0.0,17.27,-17.27,DEFICIT,4.51,3.38,3.83,2.25
2024-08-23 23:00,8,23,4,weekday,0,0,100,17.8,3.4,10.78,0,10.78,-10.78,DEFICIT,3.84,3.04,3.26,2.25
2024-08-24 00:00,8,0,5,weekend,0,0,75.2,21.2,5.3,9.61,0.0,9.61,-9.61,DEFICIT,4.5,3.37,3.82,2.25
2024-08-24 01:00,8,1,5,weekend,0,0,83.2,18.2,5.0,8.21,2.29,10.5,-10.5,DEFICIT,4.77,3.51,4.06,2.25
2024-08-24 02:00,8,2,5,weekend,0,0,95.6,18.5,5.1,5.32,3.57,8.89,-8.89,DEFICIT,4.84,3.54,4.11,2.25
2024-08-24 03:00,8,3,5,weekend,0,0,74.8,18.8,3.7,5,0.0,5.0,-5.0,BALANCED,4.17,3.21,3.55,2.25
